Title,country,Price,SuccessRate,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,rate
stack developer node angular j s mon go db react j s react native php,India,1500,99,Node.js,AngularJS,MEAN Stack Administration,MySQL Programming,Big Data,MongoDB,100000
java script ninja node j s angular j ##s react meteor,Ukraine,4000,100,Node.js,AngularJS,JavaScript,MongoDB,REST,Meteor,100000
senior graphic web designer,Ukraine,3000,100,Adobe Photoshop,Adobe Illustrator,Adobe Photoshop Lightroom,Fusion 360,KeyShot,Logo Design,100000
system net work server ad mini st ##ra tor,Ukraine,1500,100,Linux System Administration,KVM Virtualization,Zabbix,TCP/IP,Windows Administration,JavaScript,4000
electronic engineering,Ukraine,2000,100,PCB Design,Circuit Design,Electrical Engineering,Altium Designer,Microcontroller Programming,Eagle,400000
end developer vu e j s react j s ev charge,Ukraine,3300,98,WordPress,PHP,JavaScript,MySQL Programming,Bootstrap,CSS,1000000
web developer word press developer react lara ve ##l sy m f ##o ny,Venezuela,600,100,HTML,CSS,JavaScript,PHP,C#,Frontend Development,500000
web designer ui u x brand digital market er,Pakistan,2500,100,Mobile UI Design,Web Design,Logo Design,Graphic Design,Adobe Illustrator,Adobe Photoshop,60
mobile ios android app development native react native,United States,6500,100,iOS Development,Swift,Objective-C,iPhone App Development,Java,Android App Development,100000
python dj ang ##o developer aw developer bot development,Ukraine,5500,99,Java,Automation,Chatbot Development,Bot Development,SQL,Python,700000
expert react native app react j s angular developer,India,1800,100,React,React Native,Mobile App Development,iPhone App Development,Android,AngularJS,60000
3d s max specialist,Philippines,1100,100,Autodesk 3ds Max,N/A,N/A,N/A,JavaScript,JavaScript,7000
technical director ct o c c software engineering pc b design,Russia,4500,100,API Development,Embedded Linux,Embedded Systems,Systems Development,Digital Electronics,Digital Engineering,1000000
ui u x designer sa as expert,Ukraine,4500,90,User Interface Design,User Experience Design,UI/UX Prototyping,Web Design,Mobile UI Design,Sketch,2000
php my s q l ajax word press joo ml a lara ve ##l ci cake ph p sy m f ##o ny developer,India,1800,100,Joomla,PHP,jQuery,MySQL,AJAX,HTML,10000000
ce rt ##i f ##y google ad word google shopping amazon pp c seo expert,India,2000,97,SEO,Pay Per Click,Google Analytics,SMO,JavaScript,JavaScript,100000
creative marketing strategy consulting,United States,8800,100,Adobe Photoshop,Adobe Dreamweaver,Web Design,HTML5,Content Writing,Online Writing,70000
stack php lara ve ##l angular j ##s word press mage nt ##o j s developer,India,2000,100,Joomla,Drupal,PHP,Zen Cart,CodeIgniter,JavaScript,10000000
administrative assistant,Philippines,300,100,Data Entry,Internet Research,Web Research,Administrative Support,Microsoft Office,Microsoft Outlook,90000
web designer,India,1800,100,CSS,HTML,CSS3,HTML5,Adobe Photoshop,Magento,300000
game industry art division expert 15 y r experience,Ukraine,2500,100,Concept Design,Character Design,GUI Design,2D Animation,3D Modeling,Illustration,300000
growth market er sm m professional lead generation linked in expert,Egypt,799,100,Data Mining,LinkedIn Recruiting,LinkedIn Development,Lead Generation,Email Handling,Email Marketing,10000
stack ruby rail developer,Russia,4000,100,Ruby on Rails,PostgreSQL Programming,HTML5,CSS3,jQuery,Bootstrap,7000
web mobile u x ui designer,Ukraine,2500,75,Adobe Photoshop,User Interface Design,Logo Design,Landing Page,Adobe Illustrator,Web Design,2000
email marketing high growth eco mm ##er ce brand k la ##v i ##y o,United Kingdom,25000,100,Email Marketing,Copywriting,Landing Page,Lead Magnet,Sales Writing,Klaviyo,100000
senior business operation manager,United States,5000,100,JavaScript,SQL,React,React Native,Kotlin,NoSQL,10000
web mobile desktop application development,United Kingdom,3000,99,AngularJS,Node.js,WebRTC,JavaScript,HTML5,React,900000
amazon train eco m specialist shop if ##y expert 15 y ##r ex p,India,1800,93,Amazon Webstore,Microsoft Excel,Crowdfunding,Inventory Management,Drop Shipping,WordPress,50000
expert u x ui designer mobile web,Ukraine,6000,94,User Experience Design,Adobe Photoshop,User Interface Design,Graphic Design,Mobile UI Design,Web Design,100000
ios android mobile app web p wa word press joo ml a open car t ui u x design,United States,4000,100,iOS Development,Android App Development,Mobile App Development,Swift,Kotlin,Flutter,100000
end expert vu e j s node j s p wa java script,Ukraine,3500,100,JavaScript,Vue.js,Nuxt.js,Vuex,TypeScript,HTML5,900000
medical article writer,Venezuela,1500,100,Spanish - Venezuela,English - North America,Medical Translation,Medical Terminology,Article Writing,Research Papers,20000
stack designer,Ukraine,4500,90,Web Design,Adobe Photoshop,Adobe Illustrator,HTML5,CSS3,Graphic Design,100000
web graphic design fig ma branding,Ukraine,1500,100,Adobe Illustrator,Mobile UI Design,Adobe Photoshop,Figma,Adaptive Web Design,Banner Ads,30000
visual ui graphic designer,Bulgaria,5500,100,Adobe Creative Suite,Figma,N/A,N/A,JavaScript,JavaScript,9000
web developer expertise php word press my s q l,Pakistan,5000,100,PHP,Yii,CodeIgniter,MySQL,jQuery,API Development,10000
java software engineer,Ukraine,2500,96,Node.js,JavaScript,Java,React,Kotlin,Vue.js,100000
end developer react j s java script q a engineer,Ukraine,1500,100,React,JavaScript,C#,Selenium,SQL,Systems Development Life Cycle (SDLC),100000
mage nt ##o 2 back end full st ##a ck developer,Ukraine,4000,99,WordPress,Zend Framework,PHP,JavaScript,jQuery,API,1000000
google ad words ce rt ##i f ##y pp c specialist woo com er ce google shopping,Ukraine,1500,100,Google Ads,Facebook Marketing,Bing Ads,Google Analytics,Search Engine Marketing,SEMrush,3000
expert word press php lara ve ##l node end react 7 y r,India,2500,100,PHP,WordPress,HTML5,Graphic Design,Adobe Photoshop,Adobe Illustrator,300000
rate mobile app developer swift java ko t ##l in,Russia,4000,100,Mobile App Development,Mobile Programming,iOS Development,Swift,Objective-C,Realm Database,1000000
land man assistant,Venezuela,1000,100,Civil Law,Writing,N/A,N/A,JavaScript,JavaScript,60000
senior financial reporting analyst,Philippines,1200,100,Quality Control,MS Excel,Data Entry,Employee Engagement,Data Analysis,Microsoft PowerPoint,100000
banner ad designer social medium imagery google display ad,Pakistan,1700,100,Banner Ads,Social Media Imagery,Banner Ad Design,eBook Design,Landing Page,Display Ads,20000
digital marketing st rate gi ##st seo expert virtual assistant,India,2007,93,YouTube Marketing,Yahoo! Search Marketing,SEO Keyword Research,Social Media Marketing,Google Search,Social Media Optimization (SMO),2000000
custom web app specialist 100 successful project,Poland,5000,100,JavaScript,Angular,Vue.js,PHP,Laravel,API Development,100000
senior stack developer,Belarus,2500,100,Ruby,Ruby on Rails,JavaScript,React,Database Modeling,Amazon Web Services,800
ui u x designer web mobile,Ukraine,2500,100,Adobe Photoshop,Icon Design,Banner Ad Design,Adobe Illustrator,Figma,Adobe After Effects,30000
mobile ui design web graphic designer,India,1200,100,PHP,CodeIgniter,Drupal,Magento,WordPress,JavaScript,1000000
php developer word press woo commerce shop if ##y specialist,India,1500,100,Magento,HTML5,PHP,MySQL,Drupal,WordPress,30000
platform architect sa as startup consultant,United States,12500,100,AngularJS,ASP.NET MVC,ASP.NET,ADO.NET Entity Framework,jQuery,Microsoft Azure,900000
expert tel em ##a r ##ke ter customer service representative,Philippines,625,100,BPO Call Center,Customer Service,Telemarketing,Appointment Setting,JavaScript,JavaScript,200000
brand st rate gi ##st logo expert,Uganda,5000,95,Logo Design,Brand Identity & Guidelines,Branding,Adobe Illustrator,Adobe Photoshop,Brand Strategy,5000
graphic designer,Argentina,3000,98,Adobe Illustrator,Adobe Photoshop,Banner Ads,Book Cover Design,Concept Design,Infographics,100000
linux system engineer google cloud expert web developer,United States,4200,100,Linux System Administration,Ubuntu,Debian OS,Google Cloud Platform,Amazon ECS,WordPress,2000
graphic designer,Palestinian Territories,800,98,Graphic Design,Flyer Design,Brochure Design,Logo Design,Poster Design,JavaScript,1000
php developer team lead,Ukraine,3200,100,PHP,Zend Framework,Laravel,Symfony,JavaScript,jQuery,10000000
angular java script types ci pt cup tea cr m,Russia,5000,100,Angular 6,AngularJS,Angular 5,JavaScript,CRM,HTML5,1000000
day 0 100 u x architect per su as ##i ve design,South Africa,5500,100,User Interface Design,Web Design,iPad UI Design,iPhone UI Design,Website Prototyping,User Experience Design,4000
zen d ce rt ##i f ##y lara ve ##l php word press shop if ##y eco mm ##er ce,India,2000,98,Zend Framework,CakePHP,SocialEngine,Laravel,Shopify,WordPress,700000
deep warm reassuring authoritative,United States,15000,100,N/A,N/A,N/A,N/A,JavaScript,JavaScript,40000
virtual administrator,Philippines,800,92,Administrative Support,Virtual Assistant,Real Estate,Data Entry,File Management,Documentation,2000
front end developer web mobile app development u x ui design,Ukraine,1500,98,HTML,CSS,Website Development,Angular,Web Application,JavaScript,100000
ui u x designer,Ukraine,1500,95,Landing Page,Logo Design,Web Design,Graphic Design,UX Design,UX/UI,5000
facebook advertising expert e commerce,United States,12000,100,Facebook Marketing,Advertising,Video Advertising,Media Buying,JavaScript,JavaScript,100000
sr real estate word press developer property generate press,India,1200,100,Real Estate IDX,WordPress,JavaScript,jQuery,HTML,CSS,600000
team leader,Philippines,450,100,Proofreading,Product Photography,Data Entry,Research,Content Writing,Virtual Assistant,100
ruby rail developer,Poland,4500,99,Ruby on Rails,Ruby,jQuery,JavaScript,Twitter Bootstrap,CSS3,20000000
lead mage nt ##o 1 x 2 x eco mm ##er ce developer,India,2000,100,PHP,Magento,Magento 2,HTML5,CSS3,JavaScript,2000000
software engineer security analyst,Canada,5500,100,Security Engineering,.NET Framework,ASP.NET MVC,SQL,DevOps,Git,100000
pro j coordinator tel em ##a r ##ke ter cs r app t set ter medical ass t va,Philippines,1250,100,Customer Service,Appointment Setting,Lead Generation,Project Management,Sales,Electronic Medical Record (EMR),700000
mechanical engineer structural steel designer,Philippines,2500,100,Engineering Drawing,3D Modeling,Autodesk Inventor,Construction,Autodesk AutoCAD,CAD,4000
sr word press developer designer,India,1400,100,PHP,WordPress,RESTful API,Wordpress Theme,Wordpress Multisite,Plugin Development,2000000
customer success manager,India,2000,100,Customer Support,Email Technical Support,Chat Support,Customer Service,Customer Satisfaction,Technical Support,100000
end developer,Russia,2500,95,JavaScript,React,Redux,Styled Components,HTML5,CSS3,40000
brand identity designer,Pakistan,2000,100,UI Graphics,Caricature Drawing,Digital Design,Digital Media,Digital Art,Illustrations,20000
graphic designer ui designer,Ukraine,3000,100,Design Thinking,Design,Brand Identity,Logo Design,Print Design,Storytelling,200000
amazon expert launch product st rate gi ##st consultant,Morocco,2000,100,Advertising,Market Research,Project Management,ManyChat,Marketing Automation Strategy,Amazon FBA,2000
senior web developer,Belarus,4000,99,JavaScript,CSS,React,WebRTC,Flow,MongoDB,4000000
php l shop if ##y l w p woo com mer ce mage nt ##o l seo,India,2000,99,AJAX,WordPress,CakePHP,jQuery,Magento,English,200000
data scientist software developer,United States,10000,100,Python,SciPy,TensorFlow,Data Extraction,Machine Learning,Deep Learning,100000
web design ui u x design,Ukraine,3000,94,Web Design,Adaptive Web Design,Responsive Web Design,Sketch,Adobe Photoshop,Adobe Illustrator,300000
branding designer logo expert illustrator art director,Ukraine,3700,99,Adobe Creative Suite,Sales,Infographics,Illustration,Vector Graphics,Branding,900000
web mobile expert io android react native react mean net,India,1100,98,Swift,iOS Development,React Native,Mobile App Development,iOS,Kotlin,50000000
c gi character producer rig team lea d,Germany,6550,100,3D Rigging,3D Sculpting,Cartooning,Character Design,3D Animation,3D,20000
product developer industrial designer mechanical designer 3d cad,United States,9500,100,3D Printing,SolidWorks,Product Design,CAD,Sketching,Prototyping,2000
stack web developer chief operating officer,United States,2500,100,Social Media Content,Social Media Posts,Instagram Ad Campaign,Facebook Marketing,Retargeting,Facebook Ad Campaign,10
web design word press shop if ##y mage nt ##o big com mer ce squares pace,India,2000,99,PHP,WordPress,Magento,Squarespace,Shopify,OpenCart,900000
react j s node j s d 3 j s angular 2 ionic types cr ##ip ##t java,India,2250,92,Google Web Toolkit (GWT),Java,Project Management,AngularJS,React,React Native,300000
ar developer ios android development java swift,Russia,4000,100,Swift,Objective-C,JavaScript,Android,iOS Development,iPad App Development,1000000
project manager,Russia,2500,100,Drupal,Project Management,QA Management,Web Design,WordPress,Symfony,900000
business development manager,Belarus,4000,100,User Interface Design,Customer Service,Customer Support,Business Development,Mobile Development Framework,Logo,30000
graphic design illustration website design mobile design,Ukraine,1500,100,Graphic Design,Logo Design,Adobe Illustrator,Illustration,Drawing,2D Art,100000
expert stack web developer,Ukraine,3500,100,Django,Python,HTML5,CSS3,Vue.js,Web Services,8000
stack web developer,Russia,4400,99,React,Ruby,Ruby on Rails,PostgreSQL Programming,JavaScript,CSS,1000000
stack web mobile development,Argentina,3500,100,React,PHP,React Native,Ionic Framework,Node.js,WordPress,200
php developer word press mage nt ##o shop if ##y,Ukraine,2500,93,PHP,WordPress,CSS,N/A,JavaScript,JavaScript,80000
presentation pitch deck info graphic bro chu re pdf s,Moldova,4500,96,Infographics,Graphic Design,Data Visualization,Illustration,Presentation Design,Brochure Design,100000
stack developer health tech tel em ##e di ##c in ##e eh r er p suites automotive,Pakistan,4500,100,ASP.NET MVC,Artificial Intelligence,Mobile App Development,ERP Software,UX/UI,Healthcare & Medical,200000
technical project manager,Russia,4500,100,Project Management,Project Planning,Project Scheduling,Project Delivery,Price/Quote Negotiation,Agile Project Management,2000000
e bay amazon vendor central wal mart html 5 cs s 3 graphic designing expert,Pakistan,1300,95,HTML5,CSS3,eBay Motors,Adobe Photoshop,JavaScript,JavaScript,200000
professional audio engineer,United States,5000,100,Mixing,Audio Post Production,Audio Editing,Podcast Production,Voice Over,Audio Restoration,9000
project manager,Ukraine,2500,97,Strategic Planning,Project Management,Process Improvement,Organizational Development,Team Building,Customer Service,3000000
senior quantity surveyor construction est im ##a tor,Philippines,2500,94,Civil Engineering,Building Estimation,Quantity Surveying,Construction,Microsoft Excel,Estimator,200
appointment set ter ii real estate va ii customer service expert,Philippines,1000,94,Customer Service,Virtual Assistant,Writing,Data Entry,Email Support,Chat Support,100000
professional photo editing,Serbia,1000,95,Adobe Photoshop,Microsoft Excel,Microsoft PowerPoint,Microsoft Word,English,Adobe Illustrator,20000
em bed development,Ukraine,4000,89,Embedded Linux,Embedded C,C++,C#,PHP,Java,300000
seo expert local citation key word research audit,Bangladesh,1500,100,Internet Marketing,SEO,Localization,PSD to Wordpress,HTML5,SEO Backlinking,200000
mage nt ##o developer,Ukraine,5000,100,Magento 2,Frontend Development,GraphQL,RabbitMQ,React,Docker,100000
market research prospect research lead generation dat um entry,Bosnia and Herzegovina,1900,99,Internet Marketing,Internet Research,Email Marketing,Market Research,Lead Generation,Data Mining,200000
web mobile application development,United Kingdom,5000,100,HTML5,CSS3,JavaScript,React,React Native,Node.js,20000
mechanical engineer project manager virtual assistant tr as la ##t or,Spain,1200,100,Mechanical Engineering,Spanish - Castilian (Spain),Manufacturing,Electrical Drawing,Microsoft Excel,Microsoft Office,500000
as p net core mv c web api,India,2900,99,ASP.NET MVC,Entity Framework,Umbraco,nopCommerce,AngularJS,Node.js,4000000
software test er automation q a engineer,Ukraine,3000,100,Mobile App Testing,Automated Testing,Cucumber,Software Testing,Functional Testing,Load Testing,400000
graphic designer web mobile designer,Ukraine,2700,100,Adobe Photoshop,Adobe Illustrator,Microsoft PowerPoint,InVision,Adobe Acrobat,JavaScript,2000000
video animation motion graphic graphic design,Venezuela,2250,100,Video Editing,Motion Graphics,Graphic Design,Animation,2D Animation,Video Production,20000
react front end developer,Belarus,2500,100,TypeScript,Flow,Sass,Redux Thunk,Material-UI,JavaScript,2000
expert ios native developer swift objective c,Russia,3000,100,iOS Development,Objective-C,Swift,iPhone App Development,iPad App Development,Apple Xcode,90000
senior stack developer mage nt ##o pre st ##a sho p shop if ##y shop ware,Belarus,3500,97,PHP,Magento,Magento 2,PrestaShop,eCommerce,eCommerce Website,100000
brand st rate gi ##st creative content creator,Lithuania,5000,100,Brand Identity,Content Guidelines,Copywriting,Market Analysis,Content Creation,Brand Positioning & Messaging Strategy,10000
middle web developer,Ukraine,2500,100,Python,Angular 6,C#,R,MATLAB,React,40000
expert web mobile development design digital marketing,Ukraine,2500,100,Blockchain,PHP,Education Technology,Symfony,Graphic Design,Frontend Development,20000
skilled developer experience php react j s word press,Ukraine,2200,100,WordPress,PHP,JavaScript,MySQL Programming,Git,HTML5,400000
seo specialist online reputation management specialist,India,556,99,SEO,Link Building,ORM,Off-page Optimization,On-Page Optimization,SEO Audit,200000
solution architect microsoft azure power bi net,United States,7500,100,C#,.NET Core,VB.NET,Electronic Data Interchange (EDI),HL7,C++,8000
powerful solution,Colombia,2000,100,PHP,Yii,MySQL,C++,Twitter Bootstrap,Linux System Administration,2000
graphic designer,Ukraine,3000,100,Adobe Photoshop,Page Layout Design,Magazine Layout,Logo Design,Branding,CorelDRAW,400000
expert web mobile software design development main t 2004,United States,4500,100,ASP.NET,AngularJS,SQL Programming,iOS Development,WordPress,Android App Development,100000
expert x ama ri ##n developer ios android,Ukraine,4900,100,Xamarin,C#,Mobile App Development,iOS Development,Android App Development,Game Development,2000000
apply machine learn expert,Argentina,6000,100,Predictive Analytics,Machine Learning,Artificial Intelligence,Price Optimization,JavaScript,JavaScript,100000
rate stack web development agency 20 year experience,India,2500,100,AngularJS,PHP,Microservices,ASP.NET MVC,React,PowerBI,1000000
expert node angular front end back end java script developer,Ukraine,4000,95,JavaScript,HTML,HTML5,SQL,AngularJS,Node.js,600000
java net python dj ang ##o unity 3d,United Kingdom,3000,100,Android,Shopify,PHP,WordPress,Java,.NET Framework,50000
ui u x product design,Russia,3800,100,User Interface Design,User Experience Design,Responsive Web Design,Web Design,Mobile UI Design,Information Architecture,90000
expert react angular react native fire base web assembly,India,2000,100,AngularJS,Redux,MongoDB,HTML5,Node.js,CSS3,200000
java script developer react node j s angular,Russia,3600,98,Ionic Framework,MongoDB,React Native,Meteor,Node.js,REST,8000000
mobile developer,Russia,3500,100,Mobile App Development,Mobile Programming,Android,Android App Development,Java,Kotlin,1000000
dat um entry,India,300,99,Data Mining,Data Science,Data Scraping,Database Caching,Web Scraper,Data Entry,300000
indonesia business development specialist,Indonesia,2500,99,Sales,Research,Business Development,RFID,Academic Writing,Data Mining,40000000
time management entrepreneurship coach consultant,Canada,7500,100,Strategic Planning,Business Coaching,Project Management,Business Plan,Microsoft Excel,Microsoft PowerPoint,10000
develop end system easily scale profit,Croatia,10000,100,HTML5,PHP,WordPress,JavaScript,jQuery,Joomla,200000
digital marketing expert seo se m sm m as o email marketing,India,800,88,SEO,Social Media Marketing,Email Marketing,Reputation Management,HubSpot,Facebook Marketing,4000000
word press php j s angular types cr ##ip ##t node ionic swift x code,Ukraine,3000,100,PHP,AngularJS,Node.js,HTML5,CSS3,Bootstrap,500000
lead generation expert photo editor customer service expert,Philippines,700,100,Microsoft PowerPoint,Photo Editing,Microsoft Office,Graphic Design,Events,Shopify,1000000
dat um entry online research excel customer support ad min assistant,India,500,97,Internet Research,Microsoft Word,Microsoft Excel,Internet Marketing,Customer Support,Skype,100000
expression eng in ##e code l g ##ni tor mage nt ##o joo ml a php,India,2500,93,PHP,PSD to Wordpress,Magento,Craft CMS,CakePHP,Angular 5,100000
python developer web scrape r script ing automation,Algeria,1000,100,Python,Web Scraper,Data Extraction,Data Mining,Beautiful Soup,Selenium,100000
visual designer branding expert,United States,5000,100,Adobe Creative Suite,Branding,Strategic Planning,Social Media Strategy,Advertising,Logo Design,10000
product designer user experience user interface design strategy,India,2500,100,Mobile App Development,iOS Development,Android App Development,Website Development,JavaScript,Node.js,4000
stack php developer lara ve ##l cs s html boots tr ##a p,Belarus,2700,100,PHP,WordPress,Elementor,OpenCart,jQuery,HTML5,300000
php word press lara ve ##l cake ph p angular vu e react node j ##s,India,1200,100,PHP,WordPress,CakePHP,Smarty,AngularJS,Laravel,600000
software developer,Russia,3500,100,Firefox Plugin Development,Chrome Extension,C++,Java,JavaScript,Unix,100000
dev op,Ukraine,4000,99,DevOps,N/A,N/A,N/A,JavaScript,JavaScript,800000
web developer designer word press shop if ##y developer,Pakistan,4000,91,PHP,Node.js,AngularJS,WordPress,Laravel,Website Development,3000
link builder rank expert page expert,India,875,98,SEO,Social Media Marketing,Content Writing,Quantitative Analysis,SEO Keyword Research,SEO Backlinking,300000
technical support representative graphic designer dat um entry,Philippines,500,97,Technical Support,Customer Support,Email Technical Support,Chat Support,Graphic Design,Data Encoding,90000
re to ##u cher photos hop expert amazon product photo editor,Ukraine,1800,100,Photo Editing,Retouching,Image Editing,Adobe Photoshop,Adobe Photoshop Lightroom,Photo Manipulation,2000
chief creative officer,United States,13000,100,Branding,Content Marketing,Packaging Design,Product Design,Environmental Design,Digital Design,100000
virtual assistant internet research analyst accounting sm m,India,800,100,Virtual Assistant,Social Media Marketing,Administrative Support,SEO,Internet Marketing,Data Entry,50000
expert io android react native app developer,India,2500,100,iOS Development,Swift,Objective-C,iPhone App Development,iPad App Development,Mobile App Development,4000000
operation manager tel esa les specialist,Philippines,700,100,Customer Service,Customer Support,Technical,Technical Support,Telemarketing,Data Entry,40000
excel expert,India,3000,100,Microsoft Excel,Microsoft Excel PowerPivot,N/A,N/A,JavaScript,JavaScript,100000
customer care specialist overall superstar,Philippines,1000,100,Telephone Handling,Technical Support,Customer Support,Chat Support,Telemarketing,Billing,6000
stack web developer mobile application seo expert,Ukraine,5000,99,React Native,Vue.js,Laravel,PHP,Ecommerce Platform Development,Responsive Web Design,900000
architect 3d artist,Ukraine,2500,100,Architectural Design,Autodesk Architecture,3D Design,Autodesk AutoCAD,Archicad,Autodesk 3ds Max,5000
20 y r xp web android io s w engineering,Ukraine,3500,100,Android,Firebase,VPN,JavaScript,iOS Development,AngularJS,100000
illustrator graphic web designer,Serbia,2500,99,Adobe Photoshop,Adobe Illustrator,Adobe Dreamweaver,CorelDRAW,Cartoon Character,Book,1000000
front end developer,Ukraine,2500,92,JavaScript,Vue.js,Bootstrap,React Native,jQuery,Nuxt.js,100000
content writer ebook blog guest post,United States,12000,100,Article Writing,Blog Writing,Content Writing,eBook Writing,Writing,Topic Research,40000
book keeping tax preparation,United States,10000,92,Tax Preparation,Bookkeeping,Quick Books Online,Bill.com Accounts Receivable,Bank Reconciliation,Payroll Processing,2000
eco mm ##er ce local seo digital marketing service p bn link building sm m,India,1500,97,SEO,SEO Audit,SEO Backlinking,SEO Keyword Research,Yoast SEO,On-Page Optimization,100000
expert auto mate quantitative trading system design development,India,25000,100,Python,Machine Learning,Artificial Intelligence,Artificial Neural Networks,Deep Learning,Forex Trading,100000
analyst,Russia,2480,100,Analytics,Business Analysis,Requirements Analysis,Requirements Specification,Technical Analysis,Data Science,5000000
stack php development lara ve ##l vu e j s dr up al,Ukraine,2200,100,PHP,JavaScript,Laravel,Vue.js,Drupal,MySQL Programming,2000000
virtual assistant customer service representative,Philippines,500,100,Data Entry,Virtual Assistant,Live Chat Operator,Chat Support,Project Management,Talent Mangement,100000
go lang developer,Ukraine,3500,99,jQuery,AJAX,WordPress,CSS,HTML5,Angular,2000000
explain er video white board 3d animation,Pakistan,3000,95,Animation,Whiteboard Animation,Motion Graphics,2D Animation,3D Animation,Logo Design,100000
network,Belarus,2200,76,Node.js,React,MySQL,Express,JavaScript,JavaScript,50000
python dj ang ##o j s react business application development,Ukraine,3000,100,Python,Django,React,React Native,Project Management,Product Management,300000
stack ruby rail post gr ##e s q l java script es 6,Russia,4000,100,Ruby on Rails,JavaScript,MySQL,HTML,Git,Amazon Web Services,7000
cad designer drafts man,Philippines,1600,100,2D Design,3D Design,CAD Drafting,Portrait Painting,JavaScript,JavaScript,9000
software engineer,Russia,4500,100,PHP,Laravel,JavaScript,jQuery,jQuery UI,Node.js,1000
social medium manager graphic designer administrative assistant,Philippines,2000,100,Social Media Management,Social Media Marketing,Social Media Optimization (SMO),Virtual Assistant,Internet Research,Data Entry,9000
video production animation design,Pakistan,15000,100,Video Production,Animation,Motion Graphics,Explainer Video,Corporate Video,Videography,1000000
ct o stack developer,Poland,5500,100,React,React Native,Node.js,JavaScript,Desktop Applications,Project Management Capability,60000
software engineer,Ukraine,3550,100,.NET Core,C#,JavaScript,SQL,Azure,ASP.NET MVC,100000
ui u x designer,Russia,3000,100,Product Design,Adobe After Effects,Adobe InDesign,Adobe Photoshop,Interactive Design,UX Design,100000
administrative as ist ##an t purchasing officer,Nicaragua,450,100,Communication Skills,Time Management,Microsoft Office,Agile,Decision Making,JavaScript,40000
visual designer,United States,9000,100,Adobe InDesign,Adobe Illustrator,Photography,Adobe Photoshop,Adobe Photoshop Lightroom,Microsoft PowerPoint,5000
web ui u x design development php java script word press,Ukraine,2500,100,WordPress,PHP,UX/UI,Web Design,Vue.js,Wordpress Multisite,3000
,Ukraine,1500,100,iOS Development,Mobile App Development,Swift,iOS SDK,UX/UI,UIKit,600
art director senior u x ui designer,Ukraine,2500,100,PHP,JavaScript,WordPress,Web Design,Website Development,HTML,3000
5 year sr web developer web application lara ve ##l vu e j s p wa,Moldova,2900,100,PHP,Laravel,Vue.js,Shopify Apps,MySQL,MongoDB,400
dd i development,Ukraine,3500,100,PHP,MySQL,Symfony,Python,Django,Ecommerce Platform Development,1000000
marketing techno log ##ist,India,2500,70,Website Development,User Interface Design,User Experience Design,Website Wireframing,Mobile App Testing,Software Testing,8000
2d 3d animation video animation specialist motion graphic,Ukraine,3200,100,2D Animation,3D Animation,Character Animation,3D Modeling,Vector Graphics,Illustrations,300000
illustrator 2d artist,Ukraine,1000,100,Art Direction,Character Design,Illustration,2D Animation,Print Design,Adobe Photoshop,40000
sr mage nt ##o word press developer php html cs s boots tr ##a p expert,India,2000,100,WordPress,Magento,Magento 2,HTML5,PSD to Wordpress,Bootstrap,2000000
online reputation management or m reputation repair expert,India,2000,96,Reputation Management,ORM,Complaint Management,SEO,Social Media Marketing,Brand Marketing,10000000
podcast production strategy,United States,6500,100,Podcast Production,Audiobook/Podcast,Audio Recording,Audio Editing,Mixing,Strategy,100000
online reputation management seo sm m specialist,India,750,99,SEO,ORM,Social Media Marketing,N/A,JavaScript,JavaScript,200000
sr stack developer mean mer n,Russia,3000,86,Node.js,Express,AngularJS,React,JavaScript,jQuery,10000
page page seo e commerce seo local seo yo as ##t expert,India,1000,100,SEO,Google Search,Google Analytics,Google Webmaster Central,WordPress,Marketing Strategy,1000000
graphic designer landing page hub sp ot cr m logo poster banner,Ukraine,1200,100,Adobe Photoshop,Adobe Illustrator,WordPress,Trello,Figma,3D Max,200
business manager,Russia,3500,100,Python,Django,JavaScript,Node.js,HTML5,CSS3,700000
charismatic customer service agent,Jamaica,2500,91,Customer Service,Administrative Support,Virtual Assistant,Email Handling,Live Chat Operator,Customer Support,10000
shop if ##y word press lara ve ##l big com mer ce,India,2500,98,PHP,Shopify,Shopify Templates,WordPress,WooCommerce,Shopify Theme,10000
senior web developer node j ##s react j ##s aw,Armenia,3700,100,Node.js,React,JavaScript,PHP,AngularJS,Laravel,100000
ruby rail block cha ##i n programming,Russia,3500,100,Ruby on Rails,React,Blockchain,Node.js,Ethereum,Smart Contracts,10000
business mind creative design code experience,United States,10000,100,Branding,UX/UI,Responsive Web Design,Frontend Development,JavaScript,JavaScript,10000
manager,Cyprus,2500,100,Java,Liferay,Alfresco Development,Hybris,AngularJS,.NET Framework,1000000
java script ninja react node j s angular,Ukraine,3500,100,AngularJS,React,JavaScript,Ionic Framework,Node.js,React Native,30000
source agent procurement consultant b 2 b sale expert life coach,Colombia,3000,83,Supply Chain Management,Procurement,Supplier Development,Product Development,Business Coaching,Executive Coaching,2000
end developer,Ukraine,1700,92,HTML,Redux,CSS,Sass,JavaScript,webpack,40000
shop if ##y word press specialist,India,1500,100,PHP,WordPress,Web Design,Adobe Dreamweaver,JavaScript,Shopify,1000000
operation recruitment project management customer service,Philippines,1500,98,Content Management,Shopify,Email Handling,Administrative Support,Project Management,Virtual Assistant,100000
